full_name,element_type,now_cost,total_points,minutes,goals_scored,assists,goals_conceded,clean_sheets,influence,creativity,threat,id,player_name,time,xG,xA,shots,key_passes,yellow_cards,npxG,xGChain,xGBuildup
Patrick Bamford,4,66,194,3052,17,11,50,10,867.2,371,1512,822,Patrick Bamford,3085,18.40186261,3.782246552,107,30,3,16.87952495,23.39495271,4.131795546
Patrick van Aanholt,2,54,54,1775,0,2,36,4,298.6,195.3,198,730,Patrick van Aanholt,1775,1.398338497,0.649572467,18,12,2,1.398338497,4.809477232,3.354221024
Paul Dummett,2,44,40,1254,1,0,20,3,274.4,68.1,45,853,Paul Dummett,1254,0.444092333,0.229144895,3,4,2,0.444092333,3.159807924,2.978621405
Paul Pogba,3,76,92,1892,3,6,26,5,451.4,376,401,1740,Paul Pogba,1893,2.988202846,2.066863002,31,24,3,2.988202846,11.69147341,7.444205396
Pedro Lomba Neto,3,55,124,2549,5,8,38,9,594.2,1007.3,722,6382,Pedro Neto,2570,5.494995641,5.738268098,62,61,4,5.494995641,11.51666168,4.206935253
Phil Foden,3,61,135,1607,9,8,16,6,580.8,545.8,734,6055,Phil Foden,1606,6.083393443,4.749281365,45,36,0,6.083393443,13.83503945,5.486512367
Phil Jagielka,2,39,5,524,0,0,12,0,70.6,1.9,2,587,Phil Jagielka,526,0,0,0,0,1,0,0.907246426,0.907246426
Pierre-Emerick Aubameyang,3,113,131,2330,10,3,26,10,493.8,361.5,823,318,Pierre-Emerick Aubameyang,2333,10.45005196,2.43134934,57,22,2,8.927714296,15.11390406,3.955129319
Pierre-Emile Højbjerg,3,49,107,3420,2,4,45,12,728.8,308.7,146,343,Pierre-Emile Højbjerg,3420,1.137927259,1.755895049,14,16,9,1.137927259,16.2058085,14.68037922
Raheem Sterling,3,109,154,2534,10,9,23,14,663.4,584.1,1366,618,Raheem Sterling,2539,12.05067401,6.628709886,70,39,4,11.28950516,25.88372514,12.17315935
Raphael Dias Belloli,3,56,133,2358,6,10,34,9,719.6,889.3,902,8026,Raphinha,2369,6.219142843,9.524860587,67,65,3,6.219142843,16.79277784,6.67969186
Rayan Ait Nouri,2,50,54,1400,1,1,23,3,243.2,234.5,196,6674,Rayan Ait Nouri,1414,0.512166495,0.790438717,16,14,1,0.512166495,2.728722729,2.285053768
Raúl Jiménez,4,81,43,824,4,1,10,4,177.4,96.2,275,4105,Raúl Jiménez,824,2.360909685,0.632962503,26,6,0,2.360909685,3.684076261,1.233211184
Reece James,2,51,112,2367,1,3,29,9,527.4,697.3,399,8067,Reece James,2355,1.534596991,3.6499749,35,42,3,1.534596991,11.71862213,9.588866364
Rhian Brewster,4,42,34,1113,0,0,16,2,66.8,157.2,255,5569,Rhian Brewster,1102,1.932618021,1.766628793,25,11,1,1.932618021,3.989292984,0.72440913
Rhys Williams,2,40,28,659,0,0,6,3,111.6,29.8,62,9086,Rhys Williams,661,0.553240098,0.222205341,7,2,0,0.553240098,2.306015745,2.187169567
Ricardo Domingos Barbosa Pereira,2,59,27,954,0,1,19,2,183.4,162.4,144,3303,Ricardo Pereira,954,0.363393784,0.760674581,7,10,3,0.363393784,4.405820306,3.736775745
Richarlison de Andrade,4,77,123,2862,7,6,38,11,576.4,359.7,1147,6026,Richarlison,2883,10.6702612,3.394761171,81,25,4,9.909092361,15.86471423,5.174452862
Riyad Mahrez,3,81,145,1945,9,8,22,11,606,693.6,893,750,Riyad Mahrez,1961,6.232445181,6.086525144,58,45,0,6.232445181,18.84632433,9.17080682
Rob Holding,2,43,105,2557,0,1,26,11,602.6,76.1,97,1749,Rob Holding,2548,0.733920932,0.200682778,14,4,2,0.733920932,7.403347597,7.163187839
Robbie Brady,3,50,44,1047,1,1,6,7,174.2,133.9,168,789,Robbie Brady,1061,0.78309752,0.90858233,16,7,3,0.78309752,2.677589878,1.530914016
Robert Snodgrass,3,56,14,528,0,0,14,0,76.4,56,75,1691,Robert Snodgrass,533,0.206367385,0.540032532,4,3,2,0.206367385,0.830892969,0.166308774
Robert Sánchez,1,45,101,2430,0,0,27,10,542.2,10,4,9098,Robert Sánchez,2430,0,0.025614949,0,1,2,0,3.148130476,3.122515529
Roberto Firmino,4,91,141,2837,9,8,39,10,729.4,643.2,1415,482,Roberto Firmino,2882,12.86021341,6.1168634,83,44,2,12.86021341,25.27145776,10.19855011
Robin Koch,2,43,38,1130,0,0,21,4,230.2,52.2,131,6273,Robin Koch,1124,0.514519796,0.125808204,9,4,1,0.514519796,4.677588146,4.523156695
Robin Olsen,1,45,25,630,0,0,9,2,166.4,0,0,6962,Robin Olsen,630,0,0,0,0,1,0,0.819591045,0.819591045
Rodrigo Hernandez,3,53,91,2747,2,2,27,13,640.6,546.3,335,2496,Rodri,2751,2.659903324,2.33538256,32,33,6,1.898734466,20.85731951,18.96582089
Rodrigo Moreno,4,57,89,1279,7,4,21,3,398.4,409.7,617,2381,Rodrigo,1285,5.755642192,3.20052937,46,31,3,5.755642192,10.81597439,4.348653113
Romain Saïss,2,49,99,2407,3,0,40,8,584.6,101.2,347,3491,Romain Saiss,2409,3.169141482,0.66935054,28,5,2,3.169141482,4.751177296,3.912276688
Romaine Sawyers,3,46,33,1486,0,0,42,1,152.4,102.4,13,8757,Romaine Sawyers,1495,0.149906347,0.682290122,4,6,3,0.149906347,1.843244545,1.186513171
Ross Barkley,3,58,76,1566,3,2,24,8,274.2,579.3,431,592,Ross Barkley,1574,3.699933971,4.319002612,39,40,0,3.699933971,9.89690284,3.717251487
Ruben Loftus-Cheek,3,59,66,1962,1,0,22,11,201.6,274.2,439,688,Ruben Loftus-Cheek,1988,3.330008732,1.244577933,35,17,3,3.330008732,7.614803409,3.747227056
Rui Pedro dos Santos Patrício,1,53,132,3330,0,0,51,10,763.6,0,0,6849,Rui Patrício,3330,0,0,0,0,1,0,1.227286661,1.227286661
Ryan Bertrand,2,50,78,2598,0,2,51,8,306.8,271.8,135,835,Ryan Bertrand,2600,0.374919968,1.395297447,8,13,5,0.374919968,5.361662908,4.813895485
Ryan Fraser,3,56,39,922,0,4,18,4,142.8,395,165,1683,Ryan Fraser,920,0.903079839,2.168529823,13,25,0,0.903079839,2.99426372,1.342214781
Ryan Fredericks,2,42,28,564,1,1,9,1,155.2,166.8,96,6891,Ryan Fredericks,563,0.214337457,1.298734913,4,12,2,0.214337457,1.061931677,0.308016585
Rúben Diogo da Silva Neves,3,51,104,2670,5,1,42,8,697.2,455,445,6853,Rúben Neves,2681,4.744082775,2.061172848,67,33,7,2.460576257,6.995869668,4.673971687
Rúben Santos Gato Alves Dias,2,59,142,2843,1,1,21,17,651.6,91,218,8961,Rúben Dias,2848,1.953021321,0.105596101,14,3,4,1.953021321,16.68180124,16.5601067
Sadio Mané,3,118,176,2808,11,11,28,12,808.8,809.7,1535,838,Sadio Mané,2805,14.82854776,7.787754854,94,61,3,14.82854776,24.9989232,6.057656283
Sam Johnstone,1,46,140,3330,0,1,74,6,1213.6,10,0,3585,Said Benrahma,1381,2.455937603,5.1145559,35,27,0,2.455937603,10.36417905,3.779580625
Sander Berge,3,49,31,1119,1,1,23,0,178,181.7,138,978,Sam Johnstone,3330,0,0.110116981,0,1,1,0,2.627215836,2.517098855
Saïd Benrahma,3,59,73,1376,1,6,19,3,301,371.9,371,8285,Sander Berge,1116,1.216416584,1.777330518,10,14,4,0.455247762,3.906758405,3.066428088
Scott Dann,2,42,39,1350,1,1,24,2,284.6,17,99,512,Scott Dann,1350,0.548288748,0.017612835,4,1,1,0.548288748,1.185210365,1.167597528
Scott McTominay,3,49,91,2124,4,2,25,9,523.2,270.5,314,5560,Scott McTominay,2121,1.847744005,2.114613287,26,17,3,1.847744005,10.91229419,7.904809941
Seamus Coleman,2,49,81,1607,0,3,19,8,322.6,268.2,189,585,Seamus Coleman,1612,0.894843334,1.507626404,12,19,0,0.894843334,5.504014187,4.079460908
Sean Longstaff,3,46,41,1405,0,1,26,2,179.2,182.8,148,7078,Sean Longstaff,1391,0.82642882,0.940097608,15,13,2,0.82642882,3.000582458,1.70706563
Serge Aurier,2,52,80,1605,2,3,22,6,412.2,267.6,194,3600,Serge Aurier,1619,1.475271713,3.719394445,15,17,0,1.475271713,8.711731989,5.293095898
Sergio Agüero,4,103,38,554,4,1,4,4,200.6,102.2,326,619,Sergio Agüero,556,3.716518562,1.315659788,19,7,0,2.194180879,4.158569988,1.283171352
Sergio Reguilón,2,55,89,2244,0,6,31,8,361.2,309.4,253,7187,Sergio Reguilón,2258,1.159553826,2.099100271,20,17,5,1.159553826,8.529953264,6.114481773
Solomon March,3,49,69,1670,2,2,25,7,368.6,414.3,322,6049,Solly March,1684,1.783601996,1.678819841,22,27,0,1.783601996,8.322110306,5.68054905
Steven Alzate,3,41,35,892,1,0,17,5,132.2,154.9,88,8020,Steven Alzate,905,0.83403524,0.922801554,7,11,2,0.83403524,3.519558562,2.38669185
Steven Bergwijn,3,70,55,1202,1,4,15,5,161.4,190.9,180,8300,Steven Bergwijn,1218,2.093383353,0.812587446,15,13,3,2.093383353,4.81433909,2.446276184
Stuart Armstrong,3,55,115,2764,4,7,56,8,541.2,496.7,457,6893,Stuart Armstrong,2791,2.640008491,2.901356544,54,35,3,2.640008491,10.02846156,6.737702841
Stuart Dallas,2,55,171,3410,8,3,53,12,756.8,454.6,527,8718,Stuart Dallas,3412,4.457073525,2.084683418,48,26,7,4.457073525,18.53434376,13.80980226
Sébastien Haller,4,61,41,932,3,0,12,3,169.6,131.6,361,6144,Sébastien Haller,933,2.554668181,1.134867813,25,10,0,2.554668181,3.660330243,0.852948932
Takumi Minamino,3,60,48,999,3,0,18,2,168.2,92.3,281,8239,Takumi Minamino,1004,2.924741803,0.81082157,20,5,1,2.924741803,6.54206536,2.939281905
Tammy Abraham,4,71,69,1031,6,2,12,5,277.2,121.6,483,702,Tammy Abraham,1027,6.189150684,0.721487461,32,9,0,6.189150684,7.901170408,2.122328226
Tanguy Ndombele,3,59,99,2086,3,3,24,12,408,270.8,281,5962,Tanguy NDombele Alvaro,2141,1.530481542,2.126333596,18,14,3,1.530481542,10.93496512,8.00578513
Tariq Lamptey,2,46,35,887,1,3,15,2,147.8,162.9,156,8226,Tariq Lamptey,904,0.703003909,0.808980972,6,10,2,0.703003909,4.568889327,3.691588268
Theo Walcott,3,58,76,1629,3,4,28,5,269.8,248,366,503,Theo Walcott,1660,2.280676642,1.263102759,29,17,0,2.280676642,5.551979408,2.233550109
Thiago Alcántara do Nascimento,3,55,55,1851,1,0,18,8,378.8,460.3,178,229,Thiago Alcántara,1865,1.211306193,2.554921616,22,30,4,1.211306193,11.15254943,9.468282035
Thiago Thiago,2,56,92,1935,2,0,25,10,537.8,84.9,223,3288,Thiago Silva,1938,1.320545401,0.291494165,13,5,3,1.320545401,7.842857754,7.636919113
Thomas Partey,3,49,47,1529,0,2,18,6,289.4,195.7,129,2328,Thomas Partey,1543,1.157276638,1.121044723,26,12,5,1.157276638,7.274703525,5.836604599
Tim Ream,2,42,10,630,0,0,13,0,133.6,8.1,2,7184,Tim Ream,630,0,0,0,0,0,0,0.808804967,0.808804967
Timo Werner,4,92,128,2598,6,12,29,13,514.8,532.4,1276,65,Timo Werner,2605,13.43279559,6.667276643,80,36,2,13.43279559,20.53346293,5.24212172
Timothy Castagne,2,58,94,2345,2,4,37,6,486.6,350.2,181,6157,Timothy Castagne,2349,1.600266591,2.306962533,8,21,1,1.600266591,8.445917392,6.606226627
Toby Alderweireld,2,54,88,2240,1,0,25,10,559.8,106.5,178,639,Toby Alderweireld,2243,0.613819364,0.968030091,10,8,2,0.613819364,5.900500618,5.85721869
Tom Cairney,3,52,27,758,1,1,15,1,170.6,278.3,124,6835,Tom Cairney,762,0.583964585,0.988852445,12,17,2,0.583964585,3.385562211,2.849907039
Tom Davies,3,52,47,1417,0,1,23,5,205.6,112,30,1042,Tom Davies,1433,0.177402196,0.95618438,7,6,3,0.177402196,3.188047234,2.690486349
Tomas Soucek,3,52,147,3420,10,2,47,11,889.8,271.1,925,8288,Tomas Soucek,3420,8.982983336,2.444756011,64,18,7,8.982983336,16.9984348,8.716958418
Tosin Adarabioyo,2,45,100,2953,0,1,41,9,673.8,70.1,223,5590,Tosin Adarabioyo,2955,1.560731341,0.308730263,18,5,1,1.560731341,5.666259252,5.607971766
Trent Alexander-Arnold,2,78,160,3029,2,8,40,10,789.6,1238.8,529,1791,Trent Alexander-Arnold,3040,2.59305963,8.576367635,55,77,2,2.59305963,23.10788097,17.64890757
Tyler Roberts,3,46,49,1330,1,2,19,4,189.4,239,296,1014,Tyler Roberts,1334,1.885488858,2.529150106,26,15,3,1.885488858,7.462035052,3.503893172
Tyrick Mitchell,2,38,58,1710,1,2,32,4,387.6,76.8,60,8214,Tyrick Mitchell,1710,1.075538255,0.230879225,2,3,1,1.075538255,4.470536683,3.2567375
Tyrone Mings,2,54,128,3194,2,2,42,14,798.4,97.3,293,1024,Tyrone Mings,3194,2.061612615,0.376271466,19,7,4,2.061612615,6.932438758,6.708538291
Vicente Guaita,1,48,124,3330,0,0,64,8,819.4,0,0,2190,Vicente Guaita,3330,0,0,0,0,2,0,1.432440344,1.432440344
Victor Lindelöf,2,48,102,2585,1,1,30,10,503,102.6,56,6080,Victor Lindelöf,2587,0.798889451,0.402378619,4,6,0,0.798889451,9.030322801,8.88187627
Virgil van Dijk,2,62,15,370,1,0,11,1,82.4,4.8,66,833,Virgil van Dijk,370,0.553382605,0,4,0,1,0.553382605,1.409594253,1.28843464
Vitor Ferreira,3,47,26,509,0,1,8,0,80,179,72,8777,Vitinha,500,0.664911379,0.720134935,8,12,0,0.664911379,1.945694854,1.477343654
Vladimir Coufal,2,48,128,3054,0,9,43,9,693.8,670.9,220,8965,Vladimir Coufal,3056,1.39914868,6.389942045,15,45,3,1.39914868,14.9808833,8.577496558
Wesley Fofana,2,50,71,2260,0,1,30,7,502,107.8,121,7589,Wesley Fofana,2274,1.376329403,0.282855542,11,6,7,1.376329403,7.294468947,7.199470267
Wilfred Ndidi,3,48,79,2175,1,4,31,7,549.2,234.5,78,5545,Wilfred Ndidi,2181,0.596031941,1.33349838,16,16,6,0.596031941,10.23005054,8.725671129
Wilfried Zaha,3,71,136,2612,11,4,52,6,572.6,428.5,1003,522,Wilfried Zaha,2615,8.804439895,3.702821104,60,30,6,7.282102235,13.57947247,3.634436188
Willian Borges Da Silva,3,75,78,1398,1,7,17,3,256.2,534.8,228,700,Willian,1413,1.834947636,3.591709714,20,32,0,1.834947636,7.110169102,3.815574728
Willian José Da Silva,4,68,40,1106,1,1,13,5,89.6,165.9,256,2361,Willian José,1123,1.429273259,1.271105303,19,12,0,1.429273259,2.071214944,0.719258957
Willy Boly,2,54,68,1879,1,1,29,6,414,46.1,182,6850,Willy Boly,1880,1.130185812,0.551295422,15,3,2,1.130185812,2.838237032,2.663166389
Xherdan Shaqiri,3,64,26,548,0,2,7,2,95.2,294.2,86,888,Xherdan Shaqiri,534,0.424720537,2.510420077,11,19,2,0.424720537,4.585736163,2.122925749
Yerry Mina,2,55,79,1936,2,0,22,6,496.2,23.5,200,6521,Yerry Mina,1941,1.749434195,0.019598974,17,1,2,1.749434195,4.313140837,4.212718679
Youri Tielemans,3,64,133,3356,6,4,50,11,840.4,788.2,462,5956,Youri Tielemans,3359,4.168203927,3.312251339,48,49,6,2.645866311,18.97534204,14.94546853
Yves Bissouma,3,44,77,3112,1,0,42,11,523.6,295.5,196,5609,Yves Bissouma,3121,1.076823221,1.081232475,42,16,8,1.076823221,9.739854503,8.210506806
Çaglar Söyüncü,2,53,59,1816,1,0,30,5,403.6,114.4,157,5264,Caglar Söyüncü,1802,0.53920823,0.326974956,10,7,2,0.53920823,7.390434857,7.368667569
